TEST,gs://sudz/parts_sorter/parts/bearing_flat/compress/120.jpg,bearing_flat,0.16,0.297,,,0.276,0.577,,
VALIDATE,gs://sudz/parts_sorter/parts/bearing_flat/compress/121.jpg,bearing_flat,0.271,0.353,,,0.454,0.682,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/122.jpg,bearing_flat,0.259,0.27,,,0.455,0.613,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/123.jpg,bearing_flat,0.19,0.33,,,0.431,0.52,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/124.jpg,bearing_flat,0.441,0.487,,,0.58,0.855,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/125.jpg,bearing_flat,0.251,0.482,,,0.464,0.802,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/126.jpg,bearing_flat,0.224,0.462,,,0.49,0.653,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/127.jpg,bearing_flat,0.204,0.135,,,0.431,0.48,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/128.jpg,bearing_flat,0.285,0.495,,,0.369,0.702,,
VALIDATE,gs://sudz/parts_sorter/parts/bearing_flat/compress/129.jpg,bearing_flat,0.315,0.547,,,0.396,0.72,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/13.jpg,bearing_flat,0.369,0.53,,,0.67,0.7,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/130.jpg,bearing_flat,0.311,0.635,,,0.375,0.817,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/131.jpg,bearing_flat,0.234,0.53,,,0.354,0.713,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/132.jpg,bearing_flat,0.33,0.628,,,0.444,0.83,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/133.jpg,bearing_flat,0.306,0.513,,,0.415,0.715,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/134.jpg,bearing_flat,0.184,0.328,,,0.39,0.508,,
VALIDATE,gs://sudz/parts_sorter/parts/bearing_flat/compress/135.jpg,bearing_flat,0.43,0.423,,,0.644,0.64,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/136.jpg,bearing_flat,0.494,0.503,,,0.67,0.633,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/137.jpg,bearing_flat,0.471,0.548,,,0.616,0.707,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/138.jpg,bearing_flat,0.306,0.602,,,0.459,0.697,,
VALIDATE,gs://sudz/parts_sorter/parts/bearing_flat/compress/139.jpg,bearing_flat,0.349,0.468,,,0.509,0.582,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/14.jpg,bearing_flat,0.295,0.457,,,0.639,0.717,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/140.jpg,bearing_flat,0.279,0.497,,,0.449,0.582,,
TEST,gs://sudz/parts_sorter/parts/bearing_flat/compress/141.jpg,bearing_flat,0.285,0.64,,,0.456,0.723,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/142.jpg,bearing_flat,0.404,0.42,,,0.564,0.513,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/143.jpg,bearing_flat,0.215,0.67,,,0.424,0.807,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/144.jpg,bearing_flat,0.309,0.443,,,0.509,0.595,,
TEST,gs://sudz/parts_sorter/parts/bearing_flat/compress/145.jpg,bearing_flat,0.339,0.553,,,0.521,0.683,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/146.jpg,bearing_flat,0.48,0.533,,,0.644,0.648,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/147.jpg,bearing_flat,0.324,0.353,,,0.541,0.488,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/148.jpg,bearing_flat,0.319,0.397,,,0.525,0.547,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/149.jpg,bearing_flat,0.35,0.237,,,0.466,0.57,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/15.jpg,bearing_flat,0.455,0.353,,,0.68,0.882,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/150.jpg,bearing_flat,0.259,0.237,,,0.384,0.547,,
VALIDATE,gs://sudz/parts_sorter/parts/bearing_flat/compress/151.jpg,bearing_flat,0.414,0.243,,,0.524,0.463,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/152.jpg,bearing_flat,0.27,0.448,,,0.54,0.61,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/153.jpg,bearing_flat,0.31,0.433,,,0.566,0.573,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/154.jpg,bearing_flat,0.341,0.297,,,0.535,0.462,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/155.jpg,bearing_flat,0.32,0.507,,,0.516,0.68,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/156.jpg,bearing_flat,0.309,0.402,,,0.56,0.557,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/157.jpg,bearing_flat,0.345,0.45,,,0.6,0.583,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/158.jpg,bearing_flat,0.406,0.533,,,0.675,0.657,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/159.jpg,bearing_flat,0.251,0.548,,,0.589,0.763,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/16.jpg,bearing_flat,0.495,0.422,,,0.68,0.957,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/160.jpg,bearing_flat,0.324,0.343,,,0.616,0.488,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/161.jpg,bearing_flat,0.214,0.347,,,0.43,0.522,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/162.jpg,bearing_flat,0.35,0.64,,,0.559,0.767,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/163.jpg,bearing_flat,0.444,0.463,,,0.631,0.737,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/164.jpg,bearing_flat,0.451,0.675,,,0.625,0.908,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/165.jpg,bearing_flat,0.216,0.283,,,0.561,0.522,,
VALIDATE,gs://sudz/parts_sorter/parts/bearing_flat/compress/166.jpg,bearing_flat,0.324,0.413,,,0.599,0.577,,
VALIDATE,gs://sudz/parts_sorter/parts/bearing_flat/compress/167.jpg,bearing_flat,0.426,0.408,,,0.734,0.607,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/168.jpg,bearing_flat,0.31,0.373,,,0.546,0.535,,
TEST,gs://sudz/parts_sorter/parts/bearing_flat/compress/169.jpg,bearing_flat,0.405,0.53,,,0.605,0.67,,
VALIDATE,gs://sudz/parts_sorter/parts/bearing_flat/compress/17.jpg,bearing_flat,0.334,0.377,,,0.826,0.603,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/170.jpg,bearing_flat,0.37,0.53,,,0.59,0.677,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/171.jpg,bearing_flat,0.364,0.537,,,0.589,0.675,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/172.jpg,bearing_flat,0.42,0.135,,,0.624,0.393,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/173.jpg,bearing_flat,0.546,0.608,,,0.639,0.895,,
VALIDATE,gs://sudz/parts_sorter/parts/bearing_flat/compress/174.jpg,bearing_flat,0.439,0.055,,,0.609,0.502,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/175.jpg,bearing_flat,0.185,0.493,,,0.419,0.735,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/176.jpg,bearing_flat,0.405,0.32,,,0.561,0.643,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/177.jpg,bearing_flat,0.436,0.317,,,0.596,0.62,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/178.jpg,bearing_flat,0.375,0.633,,,0.539,0.897,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/179.jpg,bearing_flat,0.455,0.413,,,0.659,0.7,,
VALIDATE,gs://sudz/parts_sorter/parts/bearing_flat/compress/18.jpg,bearing_flat,0.504,0.222,,,0.699,0.723,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/180.jpg,bearing_flat,0.349,0.022,,,0.514,0.388,,
TEST,gs://sudz/parts_sorter/parts/bearing_flat/compress/181.jpg,bearing_flat,0.14,0.487,,,0.38,0.683,,
VALIDATE,gs://sudz/parts_sorter/parts/bearing_flat/compress/182.jpg,bearing_flat,0.48,0.237,,,0.635,0.608,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/183.jpg,bearing_flat,0.414,0.602,,,0.725,0.813,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/184.jpg,bearing_flat,0.389,0.433,,,0.594,0.637,,
VALIDATE,gs://sudz/parts_sorter/parts/bearing_flat/compress/185.jpg,bearing_flat,0.306,0.533,,,0.496,0.703,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/186.jpg,bearing_flat,0.339,0.62,,,0.551,0.787,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/187.jpg,bearing_flat,0.255,0.555,,,0.51,0.773,,
TEST,gs://sudz/parts_sorter/parts/bearing_flat/compress/188.jpg,bearing_flat,0.396,0.397,,,0.706,0.633,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/189.jpg,bearing_flat,0.309,0.463,,,0.516,0.683,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/19.jpg,bearing_flat,0.459,0.22,,,0.619,0.73,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/190.jpg,bearing_flat,0.401,0.522,,,0.599,0.7,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/191.jpg,bearing_flat,0.385,0.528,,,0.684,0.707,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/192.jpg,bearing_flat,0.306,0.513,,,0.559,0.708,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/193.jpg,bearing_flat,0.385,0.562,,,0.641,0.737,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/194.jpg,bearing_flat,0.295,0.43,,,0.606,0.583,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/195.jpg,bearing_flat,0.22,0.395,,,0.461,0.547,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/196.jpg,bearing_flat,0.349,0.455,,,0.634,0.622,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/197.jpg,bearing_flat,0.476,0.637,,,0.731,0.768,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/198.jpg,bearing_flat,0.461,0.483,,,0.661,0.837,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/199.jpg,bearing_flat,0.311,0.235,,,0.696,0.47,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/2.jpg,bearing_flat,0.445,0.27,,,0.81,0.433,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/20.jpg,bearing_flat,0.43,0.307,,,0.614,0.757,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/200.jpg,bearing_flat,0.251,0.197,,,0.495,0.663,,
TEST,gs://sudz/parts_sorter/parts/bearing_flat/compress/201.jpg,bearing_flat,0.23,0.268,,,0.551,0.603,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/202.jpg,bearing_flat,0.265,0.202,,,0.611,0.577,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/203.jpg,bearing_flat,0.421,0.502,,,0.626,0.675,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/204.jpg,bearing_flat,0.236,0.343,,,0.489,0.487,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/205.jpg,bearing_flat,0.231,0.24,,,0.374,0.488,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/206.jpg,bearing_flat,0.436,0.417,,,0.555,0.668,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/207.jpg,bearing_flat,0.459,0.603,,,0.595,0.902,,
TEST,gs://sudz/parts_sorter/parts/bearing_flat/compress/208.jpg,bearing_flat,0.414,0.415,,,0.536,0.702,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/209.jpg,bearing_flat,0.399,0.457,,,0.535,0.763,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/21.jpg,bearing_flat,0.436,0.253,,,0.594,0.7,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/210.jpg,bearing_flat,0.34,0.435,,,0.546,0.735,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/211.jpg,bearing_flat,0.385,0.55,,,0.566,0.847,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/212.jpg,bearing_flat,0.319,0.515,,,0.544,0.817,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/213.jpg,bearing_flat,0.361,0.482,,,0.55,0.788,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/214.jpg,bearing_flat,0.41,0.39,,,0.539,0.668,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/215.jpg,bearing_flat,0.366,0.563,,,0.529,0.877,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/216.jpg,bearing_flat,0.409,0.382,,,0.619,0.677,,
TEST,gs://sudz/parts_sorter/parts/bearing_flat/compress/217.jpg,bearing_flat,0.399,0.64,,,0.631,0.837,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/218.jpg,bearing_flat,0.3,0.542,,,0.585,0.74,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/219.jpg,bearing_flat,0.479,0.533,,,0.756,0.735,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/22.jpg,bearing_flat,0.445,0.287,,,0.61,0.713,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/220.jpg,bearing_flat,0.495,0.507,,,0.755,0.687,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/221.jpg,bearing_flat,0.27,0.673,,,0.566,0.84,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/222.jpg,bearing_flat,0.24,0.562,,,0.525,0.74,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/223.jpg,bearing_flat,0.449,0.428,,,0.669,0.595,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/224.jpg,bearing_flat,0.446,0.553,,,0.685,0.728,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/225.jpg,bearing_flat,0.426,0.483,,,0.65,0.657,,
TEST,gs://sudz/parts_sorter/parts/bearing_flat/compress/226.jpg,bearing_flat,0.389,0.502,,,0.609,0.683,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/227.jpg,bearing_flat,0.46,0.508,,,0.685,0.675,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/228.jpg,bearing_flat,0.534,0.482,,,0.759,0.635,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/229.jpg,bearing_flat,0.27,0.64,,,0.485,0.753,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/23.jpg,bearing_flat,0.316,0.295,,,0.475,0.668,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/230.jpg,bearing_flat,0.435,0.607,,,0.669,0.763,,
VALIDATE,gs://sudz/parts_sorter/parts/bearing_flat/compress/231.jpg,bearing_flat,0.356,0.49,,,0.594,0.668,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/232.jpg,bearing_flat,0.384,0.515,,,0.661,0.68,,
TEST,gs://sudz/parts_sorter/parts/bearing_flat/compress/24.jpg,bearing_flat,0.28,0.473,,,0.665,0.793,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/25.jpg,bearing_flat,0.509,0.342,,,0.795,0.507,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/26.jpg,bearing_flat,0.275,0.322,,,0.441,0.528,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/27.jpg,bearing_flat,0.384,0.523,,,0.609,0.688,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/28.jpg,bearing_flat,0.294,0.242,,,0.926,0.522,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/29.jpg,bearing_flat,0.301,0.347,,,0.739,0.742,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/3.jpg,bearing_flat,0.409,0.488,,,0.709,0.653,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/30.jpg,bearing_flat,0.514,0.328,,,0.771,0.76,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/31.jpg,bearing_flat,0.47,0.288,,,0.874,0.697,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/32.jpg,bearing_flat,0.386,0.43,,,0.88,0.662,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/33.jpg,bearing_flat,0.575,0.35,,,0.821,0.795,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/34.jpg,bearing_flat,0.296,0.288,,,0.766,0.503,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/35.jpg,bearing_flat,0.396,0.243,,,0.68,0.575,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/36.jpg,bearing_flat,0.465,0.297,,,0.905,0.587,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/37.jpg,bearing_flat,0.456,0.333,,,0.84,0.533,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/38.jpg,bearing_flat,0.336,0.473,,,0.661,0.63,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/39.jpg,bearing_flat,0.474,0.267,,,0.69,0.373,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/4.jpg,bearing_flat,0.494,0.587,,,0.75,0.723,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/40.jpg,bearing_flat,0.426,0.213,,,0.631,0.357,,
VALIDATE,gs://sudz/parts_sorter/parts/bearing_flat/compress/41.jpg,bearing_flat,0.366,0.137,,,0.479,0.328,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/42.jpg,bearing_flat,0.314,0.495,,,0.419,0.8,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/43.jpg,bearing_flat,0.326,0.328,,,0.46,0.64,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/44.jpg,bearing_flat,0.375,0.222,,,0.521,0.548,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/45.jpg,bearing_flat,0.44,0.57,,,0.529,0.9,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/46.jpg,bearing_flat,0.491,0.555,,,0.571,0.863,,
VALIDATE,gs://sudz/parts_sorter/parts/bearing_flat/compress/47.jpg,bearing_flat,0.631,0.4,,,0.711,0.69,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/48.jpg,bearing_flat,0.571,0.202,,,0.681,0.622,,
VALIDATE,gs://sudz/parts_sorter/parts/bearing_flat/compress/49.jpg,bearing_flat,0.549,0.17,,,0.83,0.677,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/5.jpg,bearing_flat,0.449,0.368,,,0.796,0.53,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/50.jpg,bearing_flat,0.46,0.242,,,0.714,0.695,,
VALIDATE,gs://sudz/parts_sorter/parts/bearing_flat/compress/51.jpg,bearing_flat,0.445,0.453,,,0.649,0.873,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/52.jpg,bearing_flat,0.344,0.437,,,0.656,0.748,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/53.jpg,bearing_flat,0.45,0.453,,,0.674,0.79,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/54.jpg,bearing_flat,0.389,0.282,,,0.85,0.62,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/55.jpg,bearing_flat,0.351,0.382,,,0.675,0.58,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/56.jpg,bearing_flat,0.28,0.3,,,0.504,0.483,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/57.jpg,bearing_flat,0.254,0.593,,,0.524,0.855,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/58.jpg,bearing_flat,0.316,0.397,,,0.601,0.628,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/59.jpg,bearing_flat,0.366,0.257,,,0.534,0.56,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/6.jpg,bearing_flat,0.426,0.613,,,0.689,0.802,,
VALIDATE,gs://sudz/parts_sorter/parts/bearing_flat/compress/60.jpg,bearing_flat,0.265,0.268,,,0.464,0.568,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/61.jpg,bearing_flat,0.31,0.495,,,0.399,0.737,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/62.jpg,bearing_flat,0.25,0.39,,,0.461,0.623,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/63.jpg,bearing_flat,0.316,0.367,,,0.601,0.508,,
TEST,gs://sudz/parts_sorter/parts/bearing_flat/compress/64.jpg,bearing_flat,0.335,0.288,,,0.545,0.613,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/65.jpg,bearing_flat,0.345,0.38,,,0.451,0.683,,
VALIDATE,gs://sudz/parts_sorter/parts/bearing_flat/compress/66.jpg,bearing_flat,0.155,0.463,,,0.36,0.782,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/67.jpg,bearing_flat,0.401,0.173,,,0.539,0.607,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/68.jpg,bearing_flat,0.434,0.228,,,0.579,0.627,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/69.jpg,bearing_flat,0.419,0.135,,,0.544,0.51,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/7.jpg,bearing_flat,0.465,0.617,,,0.815,0.788,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/70.jpg,bearing_flat,0.47,0.297,,,0.616,0.587,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/71.jpg,bearing_flat,0.299,0.397,,,0.436,0.73,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/72.jpg,bearing_flat,0.526,0.335,,,0.696,0.642,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/73.jpg,bearing_flat,0.354,0.407,,,0.666,0.56,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/74.jpg,bearing_flat,0.31,0.39,,,0.665,0.57,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/75.jpg,bearing_flat,0.254,0.328,,,0.539,0.57,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/76.jpg,bearing_flat,0.309,0.175,,,0.59,0.477,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/77.jpg,bearing_flat,0.369,0.355,,,0.591,0.74,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/78.jpg,bearing_flat,0.244,0.375,,,0.475,0.495,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/79.jpg,bearing_flat,0.176,0.267,,,0.401,0.482,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/8.jpg,bearing_flat,0.496,0.688,,,0.766,0.843,,
TRAIN,gs://sudz/parts_sorter/parts/bearing_flat/compress/80.jpg,bearing_flat,0.389,0.503,,,0.494,0.887,,
